customer_id,phone,country_code,country,state
CUST000000000208,916197146188.0,IN,India,KL
CUST000000000209,9717302426227.0,AE,United Arab Emirates,AUH
CUST000000000210,916104407876.0,IN,India,UP
CUST000000000211,917528195443.0,IN,India,KA
CUST000000000212,9716946353885.0,AE,United Arab Emirates,AUH
CUST000000000221,18303241110.0,US,United States,MA
CUST000000000222,916290430535.0,IN,India,DL
CUST000000000223,919788101739.0,IN,India,KL
CUST000000000224,16009842252.0,US,United States,NY
CUST000000000232,918055386648.0,IN,India,KL
CUST000000000233,448151636132.0,GB,United Kingdom,SCT
CUST000000000234,916387537539.0,IN,India,UP
CUST000000000235,916461090308.0,IN,India,KL
CUST000000000239,447677281365.0,GB,United Kingdom,NIR
CUST000000000240,18915360307.0,US,United States,NY
CUST000000000242,9716966642736.0,AE,United Arab Emirates,AUH
CUST000000000247,918958898636.0,IN,India,UP
CUST000000000248,916641030833.0,IN,India,RJ
CUST000000000249,447219166960.0,GB,United Kingdom,SCT
CUST000000000253,917135298875.0,IN,India,UP
CUST000000000254,448233836149.0,GB,United Kingdom,NIR
CUST000000000255,616723420093.0,AU,Australia,QLD
CUST000000000261,916177674100.0,IN,India,WB
CUST000000000263,919504656383.0,IN,India,WB
CUST000000000269,446903572126.0,GB,United Kingdom,WLS
CUST000000000276,619567474600.0,AU,Australia,VIC
CUST000000000279,919935829101.0,IN,India,RJ
CUST000000000289,919832974801.0,IN,India,TS
CUST000000000293,18638633428.0,US,United States,MA
CUST000000000295,919190309511.0,IN,India,WB
CUST000000000297,657047480020.0,SG,Singapore,SG
CUST000000000299,448324520485.0,GB,United Kingdom,NIR
CUST000000000300,447615724837.0,GB,United Kingdom,WLS
CUST000000000302,19818836806.0,US,United States,TX
CUST000000000303,917876247583.0,IN,India,RJ
CUST000000000304,17177467662.0,CA,Canada,BC
CUST000000000305,918679370772.0,IN,India,KL
CUST000000000306,917920434718.0,IN,India,WB
CUST000000000307,16331446261.0,CA,Canada,QC
CUST000000000309,917325809918.0,IN,India,KA
CUST000000000314,,IN,India,KL
CUST000000000318,919856473089.0,IN,India,UP
CUST000000000319,917280379437.0,IN,India,TS
CUST000000000326,,GB,United Kingdom,SCT
CUST000000000327,447058442962.0,GB,United Kingdom,NIR
CUST000000000331,919964525661.0,IN,India,UP
CUST000000000332,18677416223.0,CA,Canada,AB
CUST000000000340,617314855206.0,AU,Australia,QLD
CUST000000000345,918147142500.0,IN,India,DL
CUST000000000347,616433730246.0,AU,Australia,QLD
CUST000000000352,618271043019.0,AU,Australia,NSW
CUST000000000355,,US,United States,NJ
CUST000000000356,,IN,India,TN
CUST000000000360,16413685306.0,US,United States,TX
CUST000000000366,447172857181.0,GB,United Kingdom,WLS
CUST000000000370,916576146918.0,IN,India,WB
CUST000000000371,919782259083.0,IN,India,KL
CUST000000000375,619722053054.0,AU,Australia,NSW
CUST000000000379,449671986295.0,GB,United Kingdom,ENG
CUST000000000380,918181533255.0,IN,India,KA
CUST000000000384,918165457872.0,IN,India,MH
CUST000000000386,918018844108.0,IN,India,DL
CUST000000000387,916175952451.0,IN,India,KL
CUST000000000396,919094570755.0,IN,India,UP
CUST000000000398,916572680143.0,IN,India,MH
CUST000000000401,916538583239.0,IN,India,MH
CUST000000000403,919517760208.0,IN,India,MH
CUST000000000407,918206977591.0,IN,India,TS
CUST000000000409,19924542961.0,US,United States,CA
CUST000000000410,919711002708.0,IN,India,UP
CUST000000000412,18700367862.0,US,United States,IL
CUST000000000416,919050382336.0,IN,India,UP
CUST000000000420,446830788484.0,GB,United Kingdom,WLS
CUST000000000421,19546958272.0,CA,Canada,ON
CUST000000000424,916165386415.0,IN,India,WB
CUST000000000432,659551349486.0,SG,Singapore,SG
CUST000000000433,9718475986622.0,AE,United Arab Emirates,DU
CUST000000000434,17841823558.0,US,United States,MA
CUST000000000439,9719469601560.0,AE,United Arab Emirates,DU
CUST000000000442,916671614447.0,IN,India,TN
CUST000000000446,19824793958.0,US,United States,IL
CUST000000000449,659106752421.0,SG,Singapore,SG
CUST000000000454,918365124751.0,IN,India,WB
CUST000000000455,,IN,India,MH
CUST000000000464,447933736870.0,GB,United Kingdom,ENG
CUST000000000465,,IN,India,RJ
CUST000000000466,659030433223.0,SG,Singapore,SG
CUST000000000471,916569725475.0,IN,India,RJ
CUST000000000485,919414625677.0,IN,India,TS
CUST000000000488,9718496345897.0,AE,United Arab Emirates,AUH
CUST000000000502,18531490428.0,US,United States,IL
CUST000000000503,448452455733.0,GB,United Kingdom,WLS
CUST000000000509,18228189978.0,CA,Canada,AB
CUST000000000516,918464703130.0,IN,India,GJ
CUST000000000520,9718405959025.0,AE,United Arab Emirates,AUH
CUST000000000522,656101390022.0,SG,Singapore,SG
CUST000000000526,919036317198.0,IN,India,KL
CUST000000000527,919813116266.0,IN,India,WB
CUST000000000528,19095883515.0,US,United States,FL
CUST000000000529,918977715933.0,IN,India,KL
CUST000000000538,919750395511.0,IN,India,DL
CUST000000000541,,IN,India,MH
CUST000000000542,18551929054.0,US,United States,FL
CUST000000000545,17630303064.0,CA,Canada,QC
CUST000000000557,919306067379.0,IN,India,TS
CUST000000000560,617385356887.0,AU,Australia,QLD
CUST000000000561,918142118294.0,IN,India,MH
CUST000000000563,16206991038.0,US,United States,MA
CUST000000000565,917494716049.0,IN,India,MH
CUST000000000566,618901208575.0,AU,Australia,WA
CUST000000000569,917377178453.0,IN,India,KL
CUST000000000570,9719654284471.0,AE,United Arab Emirates,DU
CUST000000000586,916295063880.0,IN,India,GJ
CUST000000000587,919889937116.0,IN,India,UP
CUST000000000588,916802974920.0,IN,India,RJ
CUST000000000592,617491781180.0,AU,Australia,QLD
CUST000000000594,9716876839491.0,AE,United Arab Emirates,DU
CUST000000000597,919570914266.0,IN,India,WB
CUST000000000598,,AE,United Arab Emirates,DU
CUST000000000599,447367468429.0,GB,United Kingdom,SCT
CUST000000000606,,IN,India,KL
CUST000000000611,919020129570.0,IN,India,TN
CUST000000000615,447195271999.0,GB,United Kingdom,WLS
CUST000000000616,917548146423.0,IN,India,WB
CUST000000000617,919169499063.0,IN,India,WB
CUST000000000623,,AE,United Arab Emirates,SHJ
CUST000000000624,918255510837.0,IN,India,RJ
CUST000000000629,916360303227.0,IN,India,TN
CUST000000000630,917338787679.0,IN,India,KA
CUST000000000633,447841052394.0,GB,United Kingdom,SCT
CUST000000000635,916967091002.0,IN,India,TS
CUST000000000638,917797154078.0,IN,India,TN
CUST000000000642,919438190362.0,IN,India,DL
CUST000000000643,449293933389.0,GB,United Kingdom,SCT
CUST000000000645,917197512819.0,IN,India,KL
CUST000000000652,919010205161.0,IN,India,TS
CUST000000000655,658027380403.0,SG,Singapore,SG
CUST000000000656,17640127158.0,CA,Canada,ON
CUST000000000661,917531363314.0,IN,India,TN
CUST000000000665,919559035248.0,IN,India,GJ
CUST000000000667,916498718453.0,IN,India,UP
CUST000000000672,918757590778.0,IN,India,MH
CUST000000000681,919469120474.0,IN,India,RJ
CUST000000000684,919793105668.0,IN,India,KA
CUST000000000694,916125118732.0,IN,India,TS
CUST000000000697,656272533677.0,SG,Singapore,SG
CUST000000000703,,AE,United Arab Emirates,SHJ
CUST000000000704,919092665860.0,IN,India,TN
CUST000000000707,916522378716.0,IN,India,TN
CUST000000000708,919897259540.0,IN,India,MH
CUST000000000714,18650267045.0,US,United States,TX
CUST000000000719,918453196941.0,IN,India,KA
CUST000000000725,917448575722.0,IN,India,TN
CUST000000000728,917653725861.0,IN,India,MH
CUST000000000733,917622940465.0,IN,India,DL
CUST000000000735,916119002903.0,IN,India,WB
CUST000000000738,,IN,India,TN
CUST000000000743,916140406060.0,IN,India,UP
CUST000000000752,918808065162.0,IN,India,RJ
CUST000000000757,917910113471.0,IN,India,KA
CUST000000000758,9718102852596.0,AE,United Arab Emirates,SHJ
CUST000000000763,917617223500.0,IN,India,WB
CUST000000000764,449561437414.0,GB,United Kingdom,NIR
CUST000000000767,,US,United States,IL
CUST000000000780,618711769969.0,AU,Australia,VIC
CUST000000000782,17433186008.0,CA,Canada,QC
CUST000000000783,446309174888.0,GB,United Kingdom,ENG
CUST000000000784,,IN,India,KA
CUST000000000785,616242556438.0,AU,Australia,QLD
CUST000000000789,16797651800.0,CA,Canada,QC
CUST000000000799,17494381076.0,US,United States,CA
CUST000000000802,9718945227354.0,AE,United Arab Emirates,SHJ
CUST000000000805,447872567874.0,GB,United Kingdom,ENG
CUST000000000812,,CA,Canada,BC
CUST000000000815,18624722765.0,US,United States,MA
CUST000000000828,9716136591993.0,AE,United Arab Emirates,SHJ
CUST000000000829,916350724124.0,IN,India,TS
CUST000000000830,918144366459.0,IN,India,TS
CUST000000000843,9717539347986.0,AE,United Arab Emirates,AUH
CUST000000000845,618718405623.0,AU,Australia,WA
CUST000000000848,9717877426229.0,AE,United Arab Emirates,SHJ
CUST000000000853,918046666462.0,IN,India,DL
CUST000000000859,917912324692.0,IN,India,TN
CUST000000000861,918208897142.0,IN,India,DL
CUST000000000871,916498791989.0,IN,India,TN
CUST000000000872,917524985071.0,IN,India,RJ
CUST000000000874,17296822082.0,US,United States,TX
CUST000000000877,916902956474.0,IN,India,UP
CUST000000000881,,GB,United Kingdom,NIR
CUST000000000889,916223041630.0,IN,India,GJ
CUST000000000890,916695726840.0,IN,India,GJ
CUST000000000892,,IN,India,DL
CUST000000000894,918047031592.0,IN,India,DL
CUST000000000900,918459385310.0,IN,India,KL
CUST000000000902,919222219918.0,IN,India,TS
CUST000000000907,616528114233.0,AU,Australia,QLD
CUST000000000908,,IN,India,TN
CUST000000000910,917551560584.0,IN,India,RJ
CUST000000000919,619644043810.0,AU,Australia,WA
CUST000000000921,,IN,India,WB
CUST000000000927,918894830519.0,IN,India,TS
CUST000000000930,916835384010.0,IN,India,DL
CUST000000000933,446959150943.0,GB,United Kingdom,ENG
CUST000000000939,16605185348.0,CA,Canada,AB
CUST000000000940,18795557019.0,US,United States,NJ
CUST000000000941,919882958656.0,IN,India,WB
CUST000000000943,,IN,India,TN
CUST000000000946,917956821093.0,IN,India,MH
CUST000000000948,918389330777.0,IN,India,UP
CUST000000000954,919934527505.0,IN,India,UP
CUST000000000956,919789028102.0,IN,India,UP
CUST000000000964,16683850363.0,US,United States,NJ
CUST000000000966,,IN,India,GJ
CUST000000000971,917975914919.0,IN,India,TS
CUST000000000974,919993080881.0,IN,India,KL
CUST000000000986,919780196314.0,IN,India,GJ
CUST000000000988,17502355230.0,CA,Canada,AB
CUST000000000999,917238906183.0,IN,India,KA
CUST000000001001,917424244611.0,IN,India,TN
CUST000000001010,916003281165.0,IN,India,GJ
CUST000000001012,656778284910.0,SG,Singapore,SG
CUST000000001013,917350503307.0,IN,India,KA
CUST000000001014,916765931513.0,IN,India,UP
CUST000000001020,9717094436679.0,AE,United Arab Emirates,SHJ
CUST000000001022,,IN,India,DL
CUST000000001023,917107815356.0,IN,India,GJ
CUST000000001025,9718492095224.0,AE,United Arab Emirates,AUH
CUST000000001026,917904012330.0,IN,India,TN
CUST000000001033,919390061224.0,IN,India,KL
CUST000000001034,919515619636.0,IN,India,WB
CUST000000001038,916718809257.0,IN,India,DL
CUST000000001039,,AU,Australia,NSW
CUST000000001044,916248554625.0,IN,India,GJ
CUST000000001049,918808817598.0,IN,India,KA
CUST000000001054,916033233587.0,IN,India,KA
CUST000000001057,917962625652.0,IN,India,DL
CUST000000001058,918846921036.0,IN,India,KA
CUST000000001060,916608799188.0,IN,India,KL
CUST000000001066,16960982811.0,US,United States,NJ
CUST000000001068,918771133574.0,IN,India,KL
CUST000000001070,448861837998.0,GB,United Kingdom,WLS
CUST000000001072,916443510556.0,IN,India,RJ
CUST000000001075,,IN,India,TN
CUST000000001080,449664568156.0,GB,United Kingdom,WLS
CUST000000001082,658225361343.0,SG,Singapore,SG
CUST000000001083,,IN,India,TN
CUST000000001089,658227783087.0,SG,Singapore,SG
CUST000000001091,918013005022.0,IN,India,TN
CUST000000001093,17871797985.0,US,United States,NY
CUST000000001096,918772686087.0,IN,India,KL
CUST000000001097,616554566201.0,AU,Australia,NSW
CUST000000001098,919994200009.0,IN,India,MH
CUST000000001099,9718286864826.0,AE,United Arab Emirates,AUH
CUST000000001100,917766312349.0,IN,India,UP
CUST000000001107,917167074050.0,IN,India,MH
CUST000000001108,659333990497.0,SG,Singapore,SG
CUST000000001112,917797486556.0,IN,India,KA
CUST000000001113,16900388458.0,US,United States,WA
CUST000000001116,919924979085.0,IN,India,TN
CUST000000001119,918587770127.0,IN,India,UP
CUST000000001121,917032874109.0,IN,India,GJ
CUST000000001123,918318465947.0,IN,India,DL
CUST000000001125,657478634152.0,SG,Singapore,SG
CUST000000001128,,GB,United Kingdom,WLS
CUST000000001129,918242170004.0,IN,India,UP
CUST000000001132,448436968413.0,GB,United Kingdom,ENG
CUST000000001134,916745126633.0,IN,India,UP
CUST000000001140,18632331757.0,US,United States,FL
CUST000000001146,16428892076.0,US,United States,WA
CUST000000001148,449114163275.0,GB,United Kingdom,WLS
CUST000000001150,916758333403.0,IN,India,MH
CUST000000001151,16120587126.0,CA,Canada,QC
CUST000000001156,446439307152.0,GB,United Kingdom,SCT
CUST000000001159,919504942983.0,IN,India,KA
CUST000000001162,17580376758.0,US,United States,NJ
CUST000000001165,,IN,India,RJ
CUST000000001176,916822377046.0,IN,India,GJ
CUST000000001177,16815907328.0,CA,Canada,BC
CUST000000001178,659041667937.0,SG,Singapore,SG
CUST000000001183,919015733960.0,IN,India,TS
CUST000000001185,916316110047.0,IN,India,DL
CUST000000001187,916779980166.0,IN,India,TN
CUST000000001192,918493653674.0,IN,India,DL
CUST000000001195,19153848772.0,CA,Canada,AB
CUST000000001199,18661896429.0,US,United States,MA
CUST000000001201,,IN,India,TS
CUST000000001202,917782761584.0,IN,India,TN
CUST000000001205,917643750939.0,IN,India,TN
CUST000000001206,18291171494.0,CA,Canada,AB
CUST000000001209,,US,United States,FL
CUST000000001211,,IN,India,TS
CUST000000001212,,GB,United Kingdom,SCT
CUST000000001215,9717011446659.0,AE,United Arab Emirates,SHJ
CUST000000001223,449007244358.0,GB,United Kingdom,ENG
CUST000000001226,449671489504.0,GB,United Kingdom,ENG
CUST000000001232,449075126543.0,GB,United Kingdom,NIR
CUST000000001233,917514394016.0,IN,India,TN
CUST000000001239,,US,United States,NJ
CUST000000001240,917728302337.0,IN,India,DL
CUST000000001242,917699202904.0,IN,India,TN
CUST000000001243,918756779649.0,IN,India,KA
CUST000000001246,9716759273547.0,AE,United Arab Emirates,SHJ
CUST000000001247,918208014983.0,IN,India,WB
CUST000000001249,916225647101.0,IN,India,TN
CUST000000001255,16619219103.0,US,United States,TX
CUST000000001267,618854666333.0,AU,Australia,NSW
CUST000000001269,919298257240.0,IN,India,TS
CUST000000001271,658194629374.0,SG,Singapore,SG
CUST000000001275,918995529961.0,IN,India,GJ
CUST000000001276,916835734295.0,IN,India,TN
CUST000000001282,18427745276.0,CA,Canada,AB
CUST000000001285,9718732159750.0,AE,United Arab Emirates,DU
CUST000000001286,449356343969.0,GB,United Kingdom,ENG
CUST000000001290,918695546679.0,IN,India,RJ
CUST000000001291,17678703317.0,CA,Canada,AB
CUST000000001295,918512985129.0,IN,India,MH
CUST000000001299,916580660210.0,IN,India,TS
CUST000000001302,9718199073643.0,AE,United Arab Emirates,AUH
CUST000000001309,656101272245.0,SG,Singapore,SG
CUST000000001313,,GB,United Kingdom,WLS
CUST000000001317,917968739195.0,IN,India,TS
CUST000000001323,447042167287.0,GB,United Kingdom,SCT
CUST000000001327,917285098256.0,IN,India,WB
CUST000000001343,917324442472.0,IN,India,WB
CUST000000001344,917860125274.0,IN,India,TS
CUST000000001356,917579054025.0,IN,India,DL
CUST000000001357,16359351631.0,US,United States,WA
CUST000000001370,9718677943864.0,AE,United Arab Emirates,DU
CUST000000001371,918004765261.0,IN,India,GJ
CUST000000001381,446244345516.0,GB,United Kingdom,NIR
CUST000000001383,916417134697.0,IN,India,UP
CUST000000001384,,IN,India,TN
CUST000000001385,918052813416.0,IN,India,RJ
CUST000000001387,19798674126.0,US,United States,FL
CUST000000001391,916504381487.0,IN,India,UP
CUST000000001393,916873485708.0,IN,India,DL
CUST000000001394,917870748737.0,IN,India,RJ
CUST000000001398,916608959851.0,IN,India,MH
CUST000000001402,17742015889.0,US,United States,IL
CUST000000001405,916267767873.0,IN,India,WB
CUST000000001410,918975050169.0,IN,India,TS
CUST000000001423,919576995415.0,IN,India,KL
CUST000000001425,917884206215.0,IN,India,KA
CUST000000001435,919734458857.0,IN,India,WB
CUST000000001437,617529976910.0,AU,Australia,QLD
CUST000000001441,918603846482.0,IN,India,UP
CUST000000001444,918794382838.0,IN,India,RJ
CUST000000001447,,IN,India,DL
CUST000000001449,,IN,India,UP
CUST000000001451,918050038903.0,IN,India,MH
CUST000000001453,918182814684.0,IN,India,RJ
CUST000000001462,,IN,India,WB
CUST000000001466,447213613005.0,GB,United Kingdom,ENG
CUST000000001468,17489460720.0,US,United States,MA
CUST000000001474,916912004034.0,IN,India,KA
CUST000000001478,659851734347.0,SG,Singapore,SG
CUST000000001491,658681246613.0,SG,Singapore,SG
CUST000000001493,9717229926035.0,AE,United Arab Emirates,SHJ
CUST000000001495,16080525293.0,CA,Canada,QC
CUST000000001503,919693275180.0,IN,India,TN
CUST000000001512,448655641753.0,GB,United Kingdom,SCT
CUST000000001514,449123967720.0,GB,United Kingdom,SCT
CUST000000001517,9718681928196.0,AE,United Arab Emirates,AUH
CUST000000001518,916704709898.0,IN,India,TS
CUST000000001519,,US,United States,FL
CUST000000001531,917183445250.0,IN,India,TN
CUST000000001538,919745734255.0,IN,India,GJ
CUST000000001541,916137587564.0,IN,India,MH
CUST000000001542,918940255324.0,IN,India,GJ
CUST000000001544,918239199482.0,IN,India,GJ
CUST000000001546,917603588303.0,IN,India,TS
CUST000000001548,16348057934.0,CA,Canada,QC
CUST000000001554,619068531297.0,AU,Australia,NSW
CUST000000001557,917989713983.0,IN,India,GJ
CUST000000001565,656204428873.0,SG,Singapore,SG
CUST000000001569,916214485401.0,IN,India,KL
CUST000000001573,,AU,Australia,WA
CUST000000001575,618073575654.0,AU,Australia,VIC
CUST000000001578,9717903403201.0,AE,United Arab Emirates,SHJ
CUST000000001580,659505117144.0,SG,Singapore,SG
CUST000000001592,448660284672.0,GB,United Kingdom,WLS
CUST000000001593,916937136072.0,IN,India,UP
CUST000000001594,916469431276.0,IN,India,WB
CUST000000001596,9716639729070.0,AE,United Arab Emirates,SHJ
CUST000000001598,917753985436.0,IN,India,TS
CUST000000001602,918425844308.0,IN,India,KL
CUST000000001607,448189588087.0,GB,United Kingdom,NIR
CUST000000001609,18976416180.0,US,United States,NJ
CUST000000001610,16921280337.0,US,United States,MA
CUST000000001611,918665186306.0,IN,India,MH
CUST000000001614,449966700266.0,GB,United Kingdom,NIR
CUST000000001616,916841488937.0,IN,India,TS
CUST000000001617,,GB,United Kingdom,WLS
CUST000000001622,916308351571.0,IN,India,TS
CUST000000001624,18237336338.0,US,United States,NJ
CUST000000001633,917965025638.0,IN,India,GJ
CUST000000001637,917833620674.0,IN,India,GJ
CUST000000001638,9716890622165.0,AE,United Arab Emirates,DU
CUST000000001639,919650727657.0,IN,India,KA
CUST000000001641,448564707700.0,GB,United Kingdom,SCT
CUST000000001642,917363746169.0,IN,India,KA
CUST000000001643,9719005522590.0,AE,United Arab Emirates,DU
CUST000000001644,917383058921.0,IN,India,UP
CUST000000001645,449876447579.0,GB,United Kingdom,WLS
CUST000000001649,,GB,United Kingdom,ENG
CUST000000001657,,GB,United Kingdom,ENG
CUST000000001659,17982560808.0,US,United States,TX
CUST000000001662,917981714671.0,IN,India,MH
CUST000000001667,917133722657.0,IN,India,KL
CUST000000001669,919377782462.0,IN,India,KA
CUST000000001674,19813686517.0,US,United States,WA
CUST000000001678,446422893628.0,GB,United Kingdom,NIR
CUST000000001680,917435304296.0,IN,India,DL
CUST000000001681,917152324413.0,IN,India,KA
CUST000000001682,618374998909.0,AU,Australia,WA
CUST000000001683,918339258139.0,IN,India,TN
CUST000000001684,918109606829.0,IN,India,TS
CUST000000001685,19943998478.0,US,United States,WA
CUST000000001691,656890874256.0,SG,Singapore,SG
CUST000000001693,19109753208.0,CA,Canada,ON
CUST000000001696,918595838516.0,IN,India,DL
CUST000000001706,917807129788.0,IN,India,KA
CUST000000001715,446533522311.0,GB,United Kingdom,SCT
CUST000000001716,657689670458.0,SG,Singapore,SG
CUST000000001719,917545882705.0,IN,India,RJ
CUST000000001720,619770182073.0,AU,Australia,VIC
CUST000000001723,917631564917.0,IN,India,MH
CUST000000001729,919561678629.0,IN,India,TN
CUST000000001733,9718715238869.0,AE,United Arab Emirates,DU
CUST000000001735,,AE,United Arab Emirates,SHJ
CUST000000001740,18447912843.0,US,United States,TX
CUST000000001742,18462552395.0,CA,Canada,QC
CUST000000001743,446445707339.0,GB,United Kingdom,SCT
CUST000000001744,448104609332.0,GB,United Kingdom,WLS
CUST000000001745,918081140324.0,IN,India,WB
CUST000000001749,16112973060.0,US,United States,FL
CUST000000001750,16985248831.0,US,United States,WA
CUST000000001752,919267083218.0,IN,India,GJ
CUST000000001754,19627294247.0,CA,Canada,AB
CUST000000001762,17558847890.0,US,United States,FL
CUST000000001775,917612653695.0,IN,India,KL
CUST000000001776,616718371885.0,AU,Australia,QLD
CUST000000001780,916937191692.0,IN,India,GJ
CUST000000001781,916918054187.0,IN,India,GJ
CUST000000001784,917571681138.0,IN,India,TN
CUST000000001792,9717939463817.0,AE,United Arab Emirates,SHJ
CUST000000001795,919994409423.0,IN,India,DL
CUST000000001796,919876486101.0,IN,India,TN
CUST000000001798,17973336439.0,US,United States,FL
CUST000000001802,9717346392458.0,AE,United Arab Emirates,DU
CUST000000001815,916268574961.0,IN,India,DL
CUST000000001817,919047179850.0,IN,India,KA
CUST000000001820,,GB,United Kingdom,NIR
CUST000000001828,916771507578.0,IN,India,KL
CUST000000001831,917424328494.0,IN,India,TN
CUST000000001832,916421105872.0,IN,India,KA
CUST000000001837,916212804426.0,IN,India,WB
CUST000000001839,917747667982.0,IN,India,TS
CUST000000001841,16917708067.0,CA,Canada,QC
CUST000000001844,616901557179.0,AU,Australia,WA
CUST000000001845,18982361303.0,US,United States,TX
CUST000000001847,917236020680.0,IN,India,TN
CUST000000001848,9716718284752.0,AE,United Arab Emirates,AUH
CUST000000001854,916238832708.0,IN,India,KL
CUST000000001855,,AE,United Arab Emirates,SHJ
CUST000000001858,918622946643.0,IN,India,GJ
CUST000000001866,916270140914.0,IN,India,KA
CUST000000001868,446337169710.0,GB,United Kingdom,NIR
CUST000000001872,448622778264.0,GB,United Kingdom,ENG
CUST000000001879,16791652132.0,US,United States,MA
CUST000000001880,9718990802925.0,AE,United Arab Emirates,SHJ
CUST000000001881,918788721283.0,IN,India,TN
CUST000000001884,916190839700.0,IN,India,KL
CUST000000001889,617331326300.0,AU,Australia,VIC
CUST000000001890,19453041440.0,CA,Canada,AB
CUST000000001893,916077638528.0,IN,India,TN
CUST000000001894,916386635618.0,IN,India,DL
CUST000000001896,916231923828.0,IN,India,DL
CUST000000001899,917503991215.0,IN,India,UP
CUST000000001904,916571138422.0,IN,India,RJ
CUST000000001907,19357477460.0,US,United States,TX
CUST000000001908,446547434898.0,GB,United Kingdom,ENG
CUST000000001909,9716168614816.0,AE,United Arab Emirates,AUH
CUST000000001910,16799772844.0,US,United States,TX
CUST000000001911,917054616916.0,IN,India,DL
CUST000000001916,9719654752274.0,AE,United Arab Emirates,DU
CUST000000001917,919564559355.0,IN,India,UP
CUST000000001918,917612776882.0,IN,India,TN
CUST000000001920,448735337780.0,GB,United Kingdom,WLS
CUST000000001921,17740023512.0,US,United States,IL
CUST000000001923,918135204478.0,IN,India,WB
CUST000000001925,918438120764.0,IN,India,KA
CUST000000001928,917301227023.0,IN,India,GJ
CUST000000001931,916685476375.0,IN,India,WB
CUST000000001933,9718258517006.0,AE,United Arab Emirates,SHJ
CUST000000001940,9718361227788.0,AE,United Arab Emirates,AUH
CUST000000001948,,IN,India,DL
CUST000000001949,916857077679.0,IN,India,MH
CUST000000001951,917117165433.0,IN,India,KL
CUST000000001953,919617250223.0,IN,India,MH
CUST000000001960,918065799784.0,IN,India,RJ
CUST000000001970,917482823572.0,IN,India,TS
CUST000000001972,17161793144.0,US,United States,IL
CUST000000001973,916484745183.0,IN,India,DL
CUST000000001977,916513532811.0,IN,India,KL
CUST000000001989,,IN,India,KL
CUST000000001996,917771141397.0,IN,India,WB
CUST000000001997,,IN,India,TN
CUST000000001998,917402331421.0,IN,India,WB
